Dist,Incumbent_x,PVI,Clinton %,Trump %,Obama %,Romney %,split_x,state,num,District,2017 CPVI,Incumbent_y,Last result,Cook,IE,Sabato,Politico,Daily Kos,RCP,Niskanen,Safe R,Likely R,Lean R,Tilt R,Tossup,Safe D,Likely D,Lean D,Tilt D,Consensus,Max,Confidence,split_y
FL-23,Debbie Wasserman Schultz (D),D+11,61.9,35.8,,,"['FL', '23']",FL,23,,,,,,,,,,,,,,,,,,,,,,,,
FL-24,Frederica Wilson (D),D+34,82.7,15.5,,,"['FL', '24']",FL,24,,,,,,,,,,,,,,,,,,,,,,,,
FL-25,Mario Diaz-Balart (R),R+4,47.9,49.7,,,"['FL', '25']",FL,25,Florida 25,R+4,Mario Díaz-Balart  (R),60.5% R,Safe R,Safe R,Safe R,Likely R,Safe R,Likely R,Safe R,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Safe R,5.0,0.7142857142857143,"['Florida', '25']"
FL-26,Debbie Mucarsel-Powell (D),D+6,56.8,40.5,,,"['FL', '26']",FL,26,Florida 26,D+6,Debbie Mucarsel-Powell  (D),50.9% D,Tossup,Tilt D,Lean D,Lean D,Tossup,Likely D,Safe D,0.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,1.0,Lean D,2.0,0.2857142857142857,"['Florida', '26']"
FL-27,Donna Shalala (D),D+5,58.6,38.9,,,"['FL', '27']",FL,27,Florida 27,D+5,Donna Shalala  (D),51.8% D,Likely D,Safe D,Likely D,Likely D,Lean D,Safe D,Safe D,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,0.0,Likely D,3.0,0.42857142857142855,"['Florida', '27']"
GA-01,Buddy Carter (R),R+9,40.9,56.4,43.0,55.9,"['GA', '01']",GA,1,,,,,,,,,,,,,,,,,,,,,,,,
GA-02,Sanford Bishop (D),D+6,55.0,43.3,58.6,40.8,"['GA', '02']",GA,2,Georgia 2,D+6,Sanford Bishop  (D),59.6% D,Safe D,Safe D,Safe D,Likely D,Safe D,Safe D,Safe D,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,Safe D,6.0,0.8571428571428571,"['Georgia', '2']"
GA-03,Drew Ferguson (R),R+18,32.8,64.3,33.0,65.9,"['GA', '03']",GA,3,,,,,,,,,,,,,,,,,,,,,,,,
GA-04,Hank Johnson (D),D+24,75.3,22.2,73.6,25.6,"['GA', '04']",GA,4,,,,,,,,,,,,,,,,,,,,,,,,
GA-05,John Lewis (D),D+34,85.0,11.9,83.1,15.8,"['GA', '05']",GA,5,,,,,,,,,,,,,,,,,,,,,,,,
GA-06,Lucy McBath (D),R+8,46.8,48.3,37.4,60.9,"['GA', '06']",GA,6,Georgia 6,R+8,Lucy McBath  (D),50.5% D,Lean D,Tilt D,Lean D,Tossup,Lean D,Tossup,Likely D,0.0,0.0,0.0,0.0,2.0,0.0,1.0,3.0,1.0,Lean D,3.0,0.42857142857142855,"['Georgia', '6']"
GA-07,Rob Woodall (R),R+9,44.8,51.1,38.4,60.2,"['GA', '07']",GA,7,Georgia 7,R+9,Rob Woodall  (R)  (Retiring),50.1% R,Lean D  (flip),Tilt D  (flip),Tossup,Tossup,Tossup,Tossup,Lean D  (flip),0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,1.0,Tossup,4.0,0.5714285714285714,"['Georgia', '7']"
GA-08,Austin Scott (R),R+15,34.4,63.3,37.5,61.6,"['GA', '08']",GA,8,,,,,,,,,,,,,,,,,,,,,,,,
GA-09,Doug Collins (R),R+31,19.3,77.8,20.5,78.2,"['GA', '09']",GA,9,,,,,,,,,,,,,,,,,,,,,,,,
GA-10,Jody Hice (R),R+15,35.8,61.3,36.3,62.5,"['GA', '10']",GA,10,,,,,,,,,,,,,,,,,,,,,,,,
GA-11,Barry Loudermilk (R),R+17,35.3,60.3,31.5,66.9,"['GA', '11']",GA,11,,,,,,,,,,,,,,,,,,,,,,,,
GA-12,Rick Allen (R),R+9,40.7,56.9,43.7,55.4,"['GA', '12']",GA,12,,,,,,,,,,,,,,,,,,,,,,,,
GA-13,David Scott (D),D+20,71.0,26.6,69.3,30.0,"['GA', '13']",GA,13,,,,,,,,,,,,,,,,,,,,,,,,
GA-14,Tom Graves (R),R+27,22.1,75.0,25.3,73.2,"['GA', '14']",GA,14,,,,,,,,,,,,,,,,,,,,,,,,
HI-01,Ed Case (D),D+17,63.1,30.5,69.7,29.0,"['HI', '01']",HI,1,,,,,,,,,,,,,,,,,,,,,,,,
HI-02,Tulsi Gabbard (D),D+19,61.4,29.6,71.4,26.7,"['HI', '02']",HI,2,,,,,,,,,,,,,,,,,,,,,,,,
ID-01,Russ Fulcher (R),R+21,25.4,63.7,32.2,64.9,"['ID', '01']",ID,1,,,,,,,,,,,,,,,,,,,,,,,,
ID-02,Mike Simpson (R),R+17,29.8,54.5,33.1,64.1,"['ID', '02']",ID,2,,,,,,,,,,,,,,,,,,,,,,,,
IL-01,Bobby Rush (D),D+27,74.7,21.5,78.9,20.3,"['IL', '01']",IL,1,,,,,,,,,,,,,,,,,,,,,,,,
IL-02,Robin Kelly (D),D+29,77.6,19.0,80.7,18.6,"['IL', '02']",IL,2,,,,,,,,,,,,,,,,,,,,,,,,
IL-03,Dan Lipinski (D),D+6,54.9,39.4,56.0,42.5,"['IL', '03']",IL,3,,,,,,,,,,,,,,,,,,,,,,,,
IL-04,Chuy Garcia (D),D+33,81.3,13.1,80.9,17.1,"['IL', '04']",IL,4,,,,,,,,,,,,,,,,,,,,,,,,
IL-05,Mike Quigley (D),D+20,69.6,23.6,66.0,31.8,"['IL', '05']",IL,5,,,,,,,,,,,,,,,,,,,,,,,,
IL-06,Sean Casten (D),R+2,49.9,43.0,45.2,53.4,"['IL', '06']",IL,6,Illinois 6,R+2,Sean Casten  (D),53.6% D,Safe D,Safe D,Likely D,Likely D,Likely D,Likely D,Safe D,0.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,Likely D,4.0,0.5714285714285714,"['Illinois', '6']"
IL-07,Danny Davis (D),D+38,86.5,9.1,87.3,11.8,"['IL', '07']",IL,7,,,,,,,,,,,,,,,,,,,,,,,,
IL-08,Raja Krishnamoorthi (D),D+8,57.5,36.0,57.5,41.0,"['IL', '08']",IL,8,,,,,,,,,,,,,,,,,,,,,,,,
IL-09,Jan Schakowsky (D),D+18,69.1,24.6,65.0,33.3,"['IL', '09']",IL,9,,,,,,,,,,,,,,,,,,,,,,,,
IL-10,Brad Schneider (D),D+10,61.0,32.1,57.5,41.1,"['IL', '10']",IL,10,,,,,,,,,,,,,,,,,,,,,,,,
IL-11,Bill Foster (D),D+9,58.4,35.2,57.8,40.6,"['IL', '11']",IL,11,,,,,,,,,,,,,,,,,,,,,,,,
IL-12,Mike Bost (R),R+5,40.1,54.9,49.7,48.2,"['IL', '12']",IL,12,Illinois 12,R+5,Mike Bost  (R),51.6% R,Safe R,Safe R,Safe R,Lean R,Safe R,Safe R,Safe R,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Safe R,6.0,0.8571428571428571,"['Illinois', '12']"
IL-13,Rodney Davis (R),R+3,44.3,49.5,48.7,48.9,"['IL', '13']",IL,13,Illinois 13,R+3,Rodney Davis  (R),50.4% R,Lean R,Tilt R,Lean R,Tossup,Lean R,Tossup,Lean D  (flip),0.0,0.0,3.0,1.0,2.0,0.0,0.0,1.0,0.0,Lean R,3.0,0.42857142857142855,"['Illinois', '13']"
IL-14,Lauren Underwood (D),R+5,45.3,49.3,44.2,54.2,"['IL', '14']",IL,14,Illinois 14,R+5,Lauren Underwood  (D),52.5% D,Likely D,Safe D,Lean D,Lean D,Lean D,Tossup,Lean D,0.0,0.0,0.0,0.0,1.0,1.0,1.0,4.0,0.0,Lean D,4.0,0.5714285714285714,"['Illinois', '14']"
IL-15,John Shimkus (R),R+21,24.5,70.7,34.1,64.0,"['IL', '15']",IL,15,,,,,,,,,,,,,,,,,,,,,,,,
IL-16,Adam Kinzinger (R),R+8,38.2,55.0,45.3,52.7,"['IL', '16']",IL,16,Illinois 16,R+8,Adam Kinzinger  (R),59.1% R,Safe R,Safe R,Safe R,Likely R,Safe R,Safe R,Safe R,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Safe R,6.0,0.8571428571428571,"['Illinois', '16']"
IL-17,Cheri Bustos (D),D+3,46.5,47.3,57.5,40.8,"['IL', '17']",IL,17,Illinois 17,D+3,Cheri Bustos  (D),62.1% D,Likely D,Safe D,Likely D,Likely D,Safe D,Likely D,Safe D,0.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,Likely D,4.0,0.5714285714285714,"['Illinois', '17']"
IL-18,Darin LaHood (R),R+15,32.8,60.5,37.4,60.7,"['IL', '18']",IL,18,,,,,,,,,,,,,,,,,,,,,,,,
IN-01,Peter Visclosky (D),D+8,53.8,41.3,61.2,37.4,"['IN', '01']",IN,1,Indiana 1,D+8,Pete Visclosky  (D)  (Retiring),65.1% D,Safe D,Safe D,Safe D,Likely D,Safe D,Safe D,Safe D,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,Safe D,6.0,0.8571428571428571,"['Indiana', '1']"
IN-02,Jackie Walorski (R),R+11,35.9,58.9,42.1,56.1,"['IN', '02']",IN,2,Indiana 2,R+11,Jackie Walorski  (R),54.8% R,Safe R,Safe R,Safe R,Likely R,Safe R,Safe R,Safe R,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Safe R,6.0,0.8571428571428571,"['Indiana', '2']"
IN-03,Jim Banks (R),R+18,29.9,64.7,35.7,62.5,"['IN', '03']",IN,3,,,,,,,,,,,,,,,,,,,,,,,,
IN-04,Jim Baird (R),R+17,30.0,63.9,36.8,60.8,"['IN', '04']",IN,4,,,,,,,,,,,,,,,,,,,,,,,,
IN-05,Susan Brooks (R),R+9,40.9,52.6,40.7,57.5,"['IN', '05']",IN,5,Indiana 5,R+9,Susan Brooks  (R)  (Retiring),56.8% R,Tossup,Lean R,Tossup,Lean R,Tossup,Lean R,Lean D  (flip),0.0,0.0,3.0,0.0,3.0,0.0,0.0,1.0,0.0,Tossup,3.0,0.42857142857142855,"['Indiana', '5']"
IN-06,Greg Pence (R),R+18,27.3,67.5,37.3,60.4,"['IN', '06']",IN,6,,,,,,,,,,,,,,,,,,,,,,,,
IN-07,Andre Carson (D),D+11,58.2,35.7,62.9,35.4,"['IN', '07']",IN,7,,,,,,,,,,,,,,,,,,,,,,,,
IN-08,Larry Bucshon (R),R+15,30.8,64.4,39.6,58.4,"['IN', '08']",IN,8,,,,,,,,,,,,,,,,,,,,,,,,
IN-09,Trey Hollingsworth (R),R+13,34.0,60.8,40.7,57.1,"['IN', '09']",IN,9,Indiana 9,R+13,Trey Hollingsworth  (R),56.5% R,Safe R,Safe R,Safe R,Likely R,Safe R,Safe R,Safe R,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Safe R,6.0,0.8571428571428571,"['Indiana', '9']"
IA-01,Abby Finkenauer (D),D+1,44.6,48.1,55.9,42.3,"['IA', '01']",IA,1,Iowa 1,D+1,Abby Finkenauer  (D),51.0% D,Tossup,Tilt D,Tossup,Tossup,Lean D,Tossup,Lean D,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,1.0,Tossup,4.0,0.5714285714285714,"['Iowa', '1']"
IA-02,Dave Loebsack (D),D+1,44.4,48.5,55.5,42.5,"['IA', '02']",IA,2,Iowa 2,D+1,Dave Loebsack  (D)  (Retiring),54.8% D,Tossup,Tilt D,Lean D,Lean D,Lean D,Tossup,Likely D,0.0,0.0,0.0,0.0,2.0,0.0,1.0,3.0,1.0,Lean D,3.0,0.42857142857142855,"['Iowa', '2']"
IA-03,Cindy Axne (D),R+1,44.5,48.0,51.2,46.9,"['IA', '03']",IA,3,Iowa 3,R+1,Cindy Axne  (D),49.3% D,Tossup,Tilt D,Lean D,Tossup,Lean D,Tossup,Lean D,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,1.0,Lean D,3.0,0.42857142857142855,"['Iowa', '3']"
IA-04,Steve King (R),R+11,33.2,60.3,45.0,53.2,"['IA', '04']",IA,4,Iowa 4,R+11,Steve King  (R)  (Lost Primary),50.3% R,Safe R,Safe R,Safe R,Safe R,Safe R,Lean R,Likely R,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Safe R,5.0,0.7142857142857143,"['Iowa', '4']"
KS-01,Roger Marshall (R),R+24,24.2,69.0,27.6,70.0,"['KS', '01']",KS,1,,,,,,,,,,,,,,,,,,,,,,,,
KS-02,Steve Watkins (R),R+10,37.3,55.6,42.2,55.4,"['KS', '02']",KS,2,Kansas 2,R+10,Steve Watkins  (R)  (Lost Primary),47.6% R,Likely R,Safe R,Likely R,Likely R,Likely R,Likely R,Likely R,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Likely R,6.0,0.8571428571428571,"['Kansas', '2']"
KS-03,Sharice Davids (D),R+4,46.9,45.7,44.3,53.8,"['KS', '03']",KS,3,Kansas 3,R+4,Sharice Davids  (D),53.6% D,Likely D,Lean D,Likely D,Lean D,Lean D,Lean D,Likely D,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,Lean D,4.0,0.5714285714285714,"['Kansas', '3']"
KS-04,Ron Estes (R),R+15,32.8,59.8,36.1,61.5,"['KS', '04']",KS,4,,,,,,,,,,,,,,,,,,,,,,,,
KY-01,James Comer (R),R+23,23.9,72.4,32.1,66.4,"['KY', '01']",KY,1,,,,,,,,,,,,,,,,,,,,,,,,
KY-02,Brett Guthrie (R),R+19,27.6,67.5,35.1,63.3,"['KY', '02']",KY,2,,,,,,,,,,,,,,,,,,,,,,,,
KY-03,John Yarmuth (D),D+6,54.9,39.9,56.2,43.2,"['KY', '03']",KY,3,,,,,,,,,,,,,,,,,,,,,,,,
KY-04,Thomas Massie (R),R+18,29.2,65.1,34.8,63.4,"['KY', '04']",KY,4,,,,,,,,,,,,,,,,,,,,,,,,
KY-05,Hal Rogers (R),R+31,17.5,79.6,23.2,75.0,"['KY', '05']",KY,5,,,,,,,,,,,,,,,,,,,,,,,,
KY-06,Andy Barr (R),R+9,39.4,54.7,42.2,55.8,"['KY', '06']",KY,6,Kentucky 6,R+9,Andy Barr  (R),51.0% R,Likely R,Safe R,Likely R,Likely R,Likely R,Likely R,Leans R,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Likely R,5.0,0.7142857142857143,"['Kentucky', '6']"
LA-01,Steve Scalise (R),R+24,26.8,69.0,26.9,70.9,"['LA', '01']",LA,1,,,,,,,,,,,,,,,,,,,,,,,,
LA-02,Cedric Richmond (D),D+25,75.1,22.4,75.8,22.8,"['LA', '02']",LA,2,,,,,,,,,,,,,,,,,,,,,,,,
LA-03,Clay Higgins (R),R+20,29.2,67.3,32.3,66.1,"['LA', '03']",LA,3,,,,,,,,,,,,,,,,,,,,,,,,
LA-04,Mike Johnson (R),R+13,36.6,60.6,39.7,59.0,"['LA', '04']",LA,4,,,,,,,,,,,,,,,,,,,,,,,,
LA-05,Ralph Abraham (R),R+15,34.1,63.5,37.7,61.0,"['LA', '05']",LA,5,,,,,,,,,,,,,,,,,,,,,,,,
LA-06,Garret Graves (R),R+19,31.3,65.3,32.0,66.2,"['LA', '06']",LA,6,,,,,,,,,,,,,,,,,,,,,,,,
ME-01,Chellie Pingree (D),D+8,54.0,39.2,59.4,38.1,"['ME', '01']",ME,1,,,,,,,,,,,,,,,,,,,,,,,,
ME-02,Jared Golden (D),R+2,41.0,51.3,52.8,44.2,"['ME', '02']",ME,2,Maine 2,R+2,Jared Golden  (D),50.5% D,Tossup,Tilt D,Tossup,Tossup,Tossup,Tossup,Lean D,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,1.0,Tossup,5.0,0.7142857142857143,"['Maine', '2']"
MD-01,Andy Harris (R),R+14,34.9,60.0,37.3,60.5,"['MD', '01']",MD,1,,,,,,,,,,,,,,,,,,,,,,,,
MD-02,Dutch Ruppersberger (D),D+11,58.1,37.2,63.0,35.0,"['MD', '02']",MD,2,,,,,,,,,,,,,,,,,,,,,,,,
MD-03,John Sarbanes (D),D+13,62.8,31.9,61.3,36.5,"['MD', '03']",MD,3,,,,,,,,,,,,,,,,,,,,,,,,
MD-04,Anthony Brown (D),D+28,76.8,19.7,77.8,21.1,"['MD', '04']",MD,4,,,,,,,,,,,,,,,,,,,,,,,,
MD-05,Steny Hoyer (D),D+16,64.9,31.1,66.0,32.2,"['MD', '05']",MD,5,,,,,,,,,,,,,,,,,,,,,,,,
MD-06,David Trone (D),D+6,55.2,39.8,54.8,43.0,"['MD', '06']",MD,6,,,,,,,,,,,,,,,,,,,,,,,,
MD-07,Elijah Cummings (D),D+26,74.0,21.5,75.9,22.6,"['MD', '07']",MD,7,,,,,,,,,,,,,,,,,,,,,,,,
MD-08,Jamie Raskin (D),D+14,64.2,30.9,62.3,35.8,"['MD', '08']",MD,8,,,,,,,,,,,,,,,,,,,,,,,,
MA-01,Richard Neal (D),D+12,56.3,36.0,63.8,34.2,"['MA', '01']",MA,1,,,,,,,,,,,,,,,,,,,,,,,,
MA-02,Jim McGovern (D),D+9,55.3,36.2,58.6,39.1,"['MA', '02']",MA,2,,,,,,,,,,,,,,,,,,,,,,,,
MA-03,Lori Trahan (D),D+9,57.3,34.8,56.8,41.3,"['MA', '03']",MA,3,,,,,,,,,,,,,,,,,,,,,,,,
MA-04,Joe Kennedy (D),D+9,58.1,34.4,57.0,41.2,"['MA', '04']",MA,4,,,,,,,,,,,,,,,,,,,,,,,,
MA-05,Katherine Clark (D),D+18,68.2,25.3,65.1,33.1,"['MA', '05']",MA,5,,,,,,,,,,,,,,,,,,,,,,,,
MA-06,Seth Moulton (D),D+6,55.1,37.6,54.6,43.8,"['MA', '06']",MA,6,,,,,,,,,,,,,,,,,,,,,,,,
MA-07,Ayanna Pressley (D),D+34,83.0,11.8,82.3,15.6,"['MA', '07']",MA,7,,,,,,,,,,,,,,,,,,,,,,,,
MA-08,Stephen Lynch (D),D+10,59.5,33.8,57.7,40.8,"['MA', '08']",MA,8,,,,,,,,,,,,,,,,,,,,,,,,
MA-09,Bill Keating (D),D+4,51.7,41.2,55.4,43.1,"['MA', '09']",MA,9,Massachusetts 9,D+4,Bill Keating  (D),59.4% D,Safe D,Safe D,Safe D,Likely D,Safe D,Safe D,Safe D,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,Safe D,6.0,0.8571428571428571,"['Massachusetts', '9']"
MI-01,Jack Bergman (R),R+9,36.5,57.8,45.2,53.5,"['MI', '01']",MI,1,,,,,,,,,,,,,,,,,,,,,,,,
MI-02,Bill Huizenga (R),R+9,37.8,55.1,43.0,55.9,"['MI', '02']",MI,2,,,,,,,,,,,,,,,,,,,,,,,,
MI-03,Justin Amash (R),R+6,42.1,51.6,45.8,53.2,"['MI', '03']",MI,3,Michigan 3,R+6,Justin Amash  (L)  (Retiring),54.4% R,Lean R  (flip),Tilt R  (flip),Lean R  (flip),Tossup,Likely R  (flip),Tossup,Tossup,0.0,1.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,Tossup,3.0,0.42857142857142855,"['Michigan', '3']"
MI-04,John Moolenaar (R),R+10,34.6,59.4,45.4,53.4,"['MI', '04']",MI,4,,,,,,,,,,,,,,,,,,,,,,,,
MI-05,Daniel Kildee (D),D+5,49.7,45.4,60.6,38.3,"['MI', '05']",MI,5,Michigan 5,D+5,Dan Kildee  (D),59.5% D,Safe D,Safe D,Safe D,Likely D,Safe D,Safe D,Safe D,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,Safe D,6.0,0.8571428571428571,"['Michigan', '5']"
MI-06,Fred Upton (R),R+4,42.8,51.2,48.8,50.1,"['MI', '06']",MI,6,Michigan 6,R+4,Fred Upton  (R),50.2% R,Lean R,Likely R,Lean R,Lean R,Likely R,Lean R,Lean R,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Lean R,5.0,0.7142857142857143,"['Michigan', '6']"
MI-07,Tim Walberg (R),R+7,38.6,55.6,47.9,51.0,"['MI', '07']",MI,7,Michigan 7,R+7,Tim Walberg  (R),53.8% R,Safe R,Safe R,Safe R,Likely R,Safe R,Safe R,Safe R,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Safe R,6.0,0.8571428571428571,"['Michigan', '7']"
MI-08,Elissa Slotkin (D),R+4,43.8,50.5,47.9,51.1,"['MI', '08']",MI,8,Michigan 8,R+4,Elissa Slotkin  (D),50.6% D,Lean D,Safe D,Lean D,Tossup,Lean D,Lean D,Safe D,0.0,0.0,0.0,0.0,1.0,2.0,0.0,4.0,0.0,Lean D,4.0,0.5714285714285714,"['Michigan', '8']"
MI-09,Andy Levin (D),D+4,51.4,43.7,57.3,41.9,"['MI', '09']",MI,9,,,,,,,,,,,,,,,,,,,,,,,,
MI-10,Paul Mitchell (R),R+13,31.6,63.8,43.7,55.3,"['MI', '10']",MI,10,,,,,,,,,,,,,,,,,,,,,,,,
MI-11,Haley Stevens (D),R+4,45.0,49.4,47.0,52.4,"['MI', '11']",MI,11,Michigan 11,R+4,Haley Stevens  (D),51.8% D,Lean D,Safe D,Likely D,Lean D,Likely D,Lean D,Safe D,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,0.0,Lean D,3.0,0.42857142857142855,"['Michigan', '11']"
MI-12,Debbie Dingell (D),D+14,60.6,34.3,66.4,32.9,"['MI', '12']",MI,12,,,,,,,,,,,,,,,,,,,,,,,,
MI-13,Rashida Tlaib (D),D+32,78.8,18.1,85.2,14.3,"['MI', '13']",MI,13,,,,,,,,,,,,,,,,,,,,,,,,
MI-14,Brenda Lawrence (D),D+30,79.1,18.2,80.9,18.6,"['MI', '14']",MI,14,,,,,,,,,,,,,,,,,,,,,,,,
MN-01,Jim Hagedorn (R),R+5,38.1,52.8,49.4,48.0,"['MN', '01']",MN,1,Minnesota 1,R+5,Jim Hagedorn  (R),50.1% R,Lean R,Tilt R,Lean R,Lean R,Lean R,Lean R,Lean R,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,Lean R,6.0,0.8571428571428571,"['Minnesota', '1']"
MN-02,Angie Craig (D),R+2,44.9,46.1,48.9,48.9,"['MN', '02']",MN,2,Minnesota 2,R+2,Angie Craig  (D),52.7% D,Lean D,Safe D,Likely D,Lean D,Likely D,Lean D,Likely D,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,0.0,Lean D,3.0,0.42857142857142855,"['Minnesota', '2']"
MN-03,Dean Phillips (D),D+1,50.2,40.9,49.5,48.7,"['MN', '03']",MN,3,Minnesota 3,D+1,Dean Phillips  (D),55.6% D,Safe D,Safe D,Safe D,Likely D,Safe D,Likely D,Safe D,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,Safe D,5.0,0.7142857142857143,"['Minnesota', '3']"
MN-04,Betty McCollum (D),D+14,60.9,30.2,62.3,35.4,"['MN', '04']",MN,4,,,,,,,,,,,,,,,,,,,,,,,,
MN-05,Ilhan Omar (D),D+26,73.0,18.3,73.2,23.9,"['MN', '05']",MN,5,,,,,,,,,,,,,,,,,,,,,,,,
MN-06,Tom Emmer (R),R+12,33.0,58.4,41.4,56.3,"['MN', '06']",MN,6,,,,,,,,,,,,,,,,,,,,,,,,
MN-07,Collin Peterson (D),R+12,30.8,61.4,44.0,53.7,"['MN', '07']",MN,7,Minnesota 7,R+12,Collin Peterson  (D),52.1% D,Tossup,Tilt D,Tossup,Tossup,Tossup,Tossup,Lean D,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,1.0,Tossup,5.0,0.7142857142857143,"['Minnesota', '7']"
MN-08,Pete Stauber (R),R+4,38.3,53.8,51.5,46.0,"['MN', '08']",MN,8,Minnesota 8,R+4,Pete Stauber  (R),50.7% R,Safe R,Safe R,Safe R,Likely R,Safe R,Likely R,Likely R,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Safe R,4.0,0.5714285714285714,"['Minnesota', '8']"
